2026-03-30 18:57:19.024700,0.0,67.3
2026-03-30 19:08:38.353227,0.0,75.9
2026-03-30 19:20:38.204456,0.0,82.4
2026-03-30 19:22:15.145637,0.0,81.2
2026-03-30 20:58:13.603801,0.0,74.3
2026-03-30 20:58:18.598309,0.0,74.8
2026-03-30 20:58:23.595170,0.0,75.3
2026-03-30 20:58:28.592535,0.0,75.3
2026-03-30 20:58:33.594482,0.0,75.7
2026-03-30 20:58:38.590539,0.0,75.5
2026-03-30 20:58:43.589469,0.0,75.4
2026-03-30 20:58:48.592347,0.0,75.1
2026-03-30 20:58:53.588654,0.0,74.6
2026-03-30 20:58:58.588018,0.0,74.4
2026-03-30 20:59:03.587703,0.0,73.9
2026-03-30 20:59:08.588520,0.0,73.9
2026-03-30 20:59:13.584827,0.0,74.8
2026-03-30 20:59:18.581841,0.0,74.6
2026-03-30 20:59:23.576729,0.0,74.7
2026-03-30 20:59:28.575599,0.0,74.1
2026-03-30 20:59:33.573737,0.0,74.7
2026-03-30 20:59:38.583344,0.0,71.0
2026-03-30 20:59:43.572061,0.0,71.0
2026-03-30 20:59:48.579590,0.0,71.1
2026-03-30 20:59:53.566746,0.0,71.4
2026-03-30 20:59:58.569322,0.0,71.4
2026-03-30 21:00:03.564101,100.0,71.7
2026-03-30 21:00:08.577956,16.7,71.5
2026-03-30 21:00:13.559549,0.0,71.6
2026-03-30 21:00:18.564240,0.0,71.5
2026-03-30 21:00:23.556185,0.0,71.7
2026-03-30 21:00:28.561969,0.0,71.7
2026-03-30 21:00:33.560912,0.0,71.5
2026-03-30 21:00:38.565319,0.0,71.5
2026-03-30 21:00:43.555763,0.0,72.3
2026-03-30 21:00:48.555829,0.0,73.3
2026-03-30 21:00:53.551746,0.0,72.8
2026-03-30 21:00:58.547210,0.0,72.7
2026-03-30 21:01:03.549183,0.0,72.8
2026-03-30 21:01:08.549236,0.0,72.5
2026-03-30 21:01:13.548166,71.4,72.1
2026-03-30 21:01:18.542797,0.0,72.1
2026-03-30 21:01:23.541894,0.0,72.2
2026-03-30 21:01:28.543636,0.0,72.2
2026-03-30 21:01:33.538934,0.0,72.1
2026-03-30 21:01:38.540064,0.0,72.1
2026-03-30 21:01:43.538254,0.0,71.0
2026-03-30 21:01:48.533018,0.0,70.9
2026-03-30 21:01:53.533070,0.0,70.9
2026-03-30 21:01:58.532331,0.0,70.9
2026-03-30 21:02:03.532882,0.0,70.9
2026-03-30 21:02:08.528221,0.0,70.9
2026-03-30 21:02:13.528202,0.0,70.9
2026-03-30 21:02:18.526165,0.0,70.7
